1.200000, 5.000000, 76.668000
1.200000, 4.500000, 75.076700
1.200000, 4.000000, 72.658100
1.200000, 3.500000, 69.072500
1.200000, 3.000000, 63.944900
1.200000, 2.500000, 56.776200
1.200000, 2.000000, 46.924300
1.200000, 1.500000, 34.310800
1.200000, 1.000000, 19.637100
1.150000, 1.000000, 19.178800
1.150000, 1.500000, 33.625400
1.150000, 2.000000, 46.023700
1.150000, 2.500000, 55.757000
1.150000, 3.000000, 62.922400
1.150000, 3.500000, 67.980800
1.150000, 4.000000, 71.548300
1.150000, 4.500000, 73.925300
1.150000, 5.000000, 75.524000
1.100000, 5.000000, 74.265300
1.100000, 4.500000, 72.630000
1.100000, 4.000000, 70.266000
1.100000, 3.500000, 66.690100
1.100000, 3.000000, 61.715800
1.100000, 2.500000, 54.654100
1.100000, 2.000000, 45.102400
1.100000, 1.500000, 32.909700
1.100000, 1.000000, 18.674100
1.050000, 1.000000, 18.154700
1.050000, 1.500000, 32.120900
1.050000, 2.000000, 44.082800
1.050000, 2.500000, 53.501600
1.050000, 3.000000, 60.490200
1.050000, 3.500000, 65.368300
1.050000, 4.000000, 68.858400
1.050000, 4.500000, 71.247900
1.050000, 5.000000, 72.893400
1.000000, 5.000000, 71.390000
1.000000, 4.500000, 69.779800
1.000000, 4.000000, 67.455500
1.000000, 3.500000, 63.987400
1.000000, 3.000000, 59.038400
1.000000, 2.500000, 52.325400
1.000000, 2.000000, 42.942900
1.000000, 1.500000, 31.186900
1.000000, 1.000000, 17.581100
